title,amazon_author,amazon_rating,amazon_num_reviews,amazon_price,amazon_year,amazon_genre,conlit_genre,conlit_pubdate,conlit_author_gender,conlit_author_nationality,conlit_total_ratings,goodreads_rating,goodreads_series,goodreads_genres,goodreads_edition,goodreads_publisher,goodreads_publish_date,goodreads_first_publish_date,goodreads_awards,goodreads_num_ratings,goodreads_likedPercent,goodreads_price,nyt_published_date,nyt_list_name_encoded,nyt_price,nyt_weeks_on_list
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,4.5,20262,11,2012-01-01,Fiction,BS,2012-01-01,F,UK,783801.0,3.85,Fifty Shades #3,"['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Erotic Romance', 'Adult Fiction']",,Vintage Books,2012-04-17,,['Goodreads Choice Award for Romance and Nominee for Goodreads Author (2012)'],713779.0,84.0,4.0,2015-03-22,trade-fiction-paperback,0.0,101.0
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265,14,2012-01-01,Fiction,BS,2011-01-01,F,UK,2261509.0,3.66,Fifty Shades #1,"['Romance', 'Fiction', 'Erotica', 'Adult', 'BDSM', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Erotic Romance', 'Adult Fiction']",,Vintage,2011-05-25,,"['All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012)', 'Australian Book Industry Award (ABIA) for International Book (2013)', 'Goodreads Choice Award Nominee for Romance (2011)']",1946452.0,78.0,,2015-03-08,e-book-fiction,0.0,82.0
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265,14,2013-01-01,Fiction,BS,2011-01-01,F,UK,2261509.0,3.66,Fifty Shades #1,"['Romance', 'Fiction', 'Erotica', 'Adult', 'BDSM', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Erotic Romance', 'Adult Fiction']",,Vintage,2011-05-25,,"['All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012)', 'Australian Book Industry Award (ABIA) for International Book (2013)', 'Goodreads Choice Award Nominee for Romance (2011)']",1946452.0,78.0,,2015-03-08,e-book-fiction,0.0,82.0
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,4.6,4799,16,2013-01-01,Non Fiction,HIST,2013-01-01,M,US,17360.0,3.83,,[],,,,,[],,,,,,,
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,19,2015-01-01,Fiction,,,,,,3.31,To Kill a Mockingbird,"['Fiction', 'Historical Fiction', 'Classics', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction', 'Literature', 'Literary Fiction', 'Novels']",,HarperCollins,2015-07-14,,"['Goodreads Choice Award for Fiction (2015)', 'Waterstones Book of the Year Nominee (2015)']",232326.0,79.0,4.34,2016-03-13,hardcover-fiction,0.0,31.0
Gone Girl,Gillian Flynn,4.0,57271,10,2012-01-01,Fiction,BS,2012-01-01,F,US,2673126.0,4.08,,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']",,Broadway Books,2014-04-22,2012-04-22,"['Barry Award Nominee for Best Novel (2013)', 'Anthony Award Nominee for Best Novel (2013)', ""Romantic Times Reviewers' Choice Award (RT Award) for Suspense/Thriller Novel (2012)"", 'Shirley Jackson Award Nominee for Novel (Finalist) (2012)', 'Edgar Award Nominee for Best Novel (2013)', 'Puddly Award for Fiction (2013)', ""Women's Prize for Fiction Nominee for Longlist (2013)"", 'Grand Prix des lectrices de Elle for roman policier (2013)', 'Goodreads Choice Award for Mystery & Thriller and Nominee for Goodreads Author (2012) and Nominee for Best of the Best  (2018)']",2329146.0,93.0,,,,,
Gone Girl,Gillian Flynn,4.0,57271,10,2013-01-01,Fiction,BS,2012-01-01,F,US,2673126.0,4.08,,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']",,Broadway Books,2014-04-22,2012-04-22,"['Barry Award Nominee for Best Novel (2013)', 'Anthony Award Nominee for Best Novel (2013)', ""Romantic Times Reviewers' Choice Award (RT Award) for Suspense/Thriller Novel (2012)"", 'Shirley Jackson Award Nominee for Novel (Finalist) (2012)', 'Edgar Award Nominee for Best Novel (2013)', 'Puddly Award for Fiction (2013)', ""Women's Prize for Fiction Nominee for Longlist (2013)"", 'Grand Prix des lectrices de Elle for roman policier (2013)', 'Goodreads Choice Award for Mystery & Thriller and Nominee for Goodreads Author (2012) and Nominee for Best of the Best  (2018)']",2329146.0,93.0,,,,,
Gone Girl,Gillian Flynn,4.0,57271,9,2014-01-01,Fiction,BS,2012-01-01,F,US,2673126.0,4.08,,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']",,Broadway Books,2014-04-22,2012-04-22,"['Barry Award Nominee for Best Novel (2013)', 'Anthony Award Nominee for Best Novel (2013)', ""Romantic Times Reviewers' Choice Award (RT Award) for Suspense/Thriller Novel (2012)"", 'Shirley Jackson Award Nominee for Novel (Finalist) (2012)', 'Edgar Award Nominee for Best Novel (2013)', 'Puddly Award for Fiction (2013)', ""Women's Prize for Fiction Nominee for Longlist (2013)"", 'Grand Prix des lectrices de Elle for roman policier (2013)', 'Goodreads Choice Award for Mystery & Thriller and Nominee for Goodreads Author (2012) and Nominee for Best of the Best  (2018)']",2329146.0,93.0,,,,,
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2011-01-01,Non Fiction,MEM,2011-01-01,M,,299575.0,4.02,Heaven is For Real,"['Nonfiction', 'Christian', 'Religion', 'Inspirational', 'Spirituality', 'Memoir', 'Biography', 'Faith', 'Christianity', 'Christian Non Fiction']",,Thomas Nelson,2010-01-01,,[],276970.0,90.0,1.45,2014-10-19,paperback-nonfiction,0.0,203.0
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,15779,10,2012-01-01,Non Fiction,MEM,2011-01-01,M,,299575.0,4.02,Heaven is For Real,"['Nonfiction', 'Christian', 'Religion', 'Inspirational', 'Spirituality', 'Memoir', 'Biography', 'Faith', 'Christianity', 'Christian Non Fiction']",,Thomas Nelson,2010-01-01,,[],276970.0,90.0,1.45,2014-10-19,paperback-nonfiction,0.0,203.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2016-01-01,Non Fiction,MEM,2016-01-01,M,,31906.0,3.93,,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Politics', 'Biography Memoir', 'Sociology', 'History', 'Autobiography', 'Book Club']",,Harper,2016-06-28,,"['Audie Award for Nonfiction (2017)', 'Ohioana Book Award for About Ohio or an Ohioan (2017)', 'Kirkus Prize Nominee for Nonfiction (2016)', 'Goodreads Choice Award Nominee for Memoir & Autobiography (2016)']",302052.0,93.0,6.96,2017-10-01,hardcover-nonfiction,0.0,60.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2017-01-01,Non Fiction,MEM,2016-01-01,M,,31906.0,3.93,,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Politics', 'Biography Memoir', 'Sociology', 'History', 'Autobiography', 'Book Club']",,Harper,2016-06-28,,"['Audie Award for Nonfiction (2017)', 'Ohioana Book Award for About Ohio or an Ohioan (2017)', 'Kirkus Prize Nominee for Nonfiction (2016)', 'Goodreads Choice Award Nominee for Memoir & Autobiography (2016)']",302052.0,93.0,6.96,2017-10-01,hardcover-nonfiction,0.0,60.0
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,4896,17,2013-01-01,Non Fiction,MEM,2013-01-01,F,,196662.0,4.15,,"['Humor', 'Nonfiction', 'Graphic Novels', 'Memoir', 'Comics', 'Comedy', 'Biography', 'Mental Health', 'Adult', 'Short Stories']",,Gallery Books,2013-10-29,,['Goodreads Choice Award for Humor (2013)'],176611.0,92.0,18.04,2014-01-12,advice-how-to-and-miscellaneous,0.0,9.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.4,4571,21,2011-01-01,Non Fiction,HIST,2011-01-01,M,US,185327.0,3.85,,"['History', 'Nonfiction', 'World War II', 'Historical', 'Biography', 'Germany', 'War', 'Audiobook', 'Holocaust', 'Politics']",,Crown,2011-05-10,,"['Washington State Book Award for History/General Nonfiction (2012)', 'Chautauqua Prize Nominee (2012)', 'Goodreads Choice Award Nominee for History & Biography (2011)']",160937.0,93.0,3.97,2011-10-30,hardcover-political-books,26.0,0.0
Inferno,Dan Brown,4.1,29651,14,2013-01-01,Fiction,BS,2013-01-01,M,US,513816.0,3.85,Robert Langdon #4,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Suspense', 'Historical Fiction', 'Adventure', 'Novels', 'Crime', 'Adult']",First Edition,Doubleday,2013-05-14,,['Goodreads Choice Award for Mystery & Thriller (2013)'],469149.0,91.0,3.85,2013-09-29,hardcover-fiction,0.0,18.0
Joyland (Hard Case Crime),Stephen King,4.5,4748,12,2013-01-01,Fiction,BS,2013-01-01,M,US,138329.0,3.9,,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Paranormal', 'Audiobook', 'Coming Of Age', 'Suspense']",,Hard Case Crime,2013-06-04,,"['Anthony Award Nominee for Best Paperback Original (2014)', 'Edgar Award Nominee for Best Paperback Original (2014)', 'Goodreads Choice Award Nominee for Mystery & Thriller (2013)']",117639.0,93.0,3.13,2013-09-01,trade-fiction-paperback,0.0,11.0
Killing Kennedy: The End of Camelot,Bill O'Reilly,4.6,8634,25,2012-01-01,Non Fiction,HIST,2012-01-01,M,US,54135.0,4.07,Bill O'Reilly's Killing Series,"['History', 'Nonfiction', 'Biography', 'Historical', 'Politics', 'American History', 'Audiobook', 'Presidents', 'True Crime', 'Biography Memoir']",,Henry Holt and Co.,2012-10-02,,['Goodreads Choice Award Nominee for History & Biography (2012)'],49770.0,94.0,3.16,2013-11-24,hardcover-political-books,0.0,0.0
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2011-01-01,Non Fiction,HIST,2011-01-01,M,US,99829.0,4.03,Bill O'Reilly's Killing Series,"['History', 'Nonfiction', 'Biography', 'Historical', 'American History', 'Civil War', 'Politics', 'Audiobook', 'Presidents', 'True Crime']",First Edition,Henry Holt & Company,2011-09-27,,['Goodreads Choice Award Nominee for History & Biography (2011)'],92255.0,92.0,3.3,2013-04-28,hardcover-political-books,28.0,0.0
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2012-01-01,Non Fiction,HIST,2011-01-01,M,US,99829.0,4.03,Bill O'Reilly's Killing Series,"['History', 'Nonfiction', 'Biography', 'Historical', 'American History', 'Civil War', 'Politics', 'Audiobook', 'Presidents', 'True Crime']",First Edition,Henry Holt & Company,2011-09-27,,['Goodreads Choice Award Nominee for History & Biography (2011)'],92255.0,92.0,3.3,2013-04-28,hardcover-political-books,28.0,0.0
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,6,2014-01-01,Non Fiction,HIST,2014-01-01,M,US,22976.0,4.11,,[],,,,,[],,,,,,,
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6,2016-01-01,Non Fiction,HIST,2016-01-01,M,,17461.0,4.34,Bill O'Reilly's Killing Series,"['History', 'Nonfiction', 'Historical', 'World War II', 'War', 'Military Fiction', 'Politics', 'American History', 'Audiobook', 'Military History']",,Henry Holt and Co.,2016-09-13,,['Goodreads Choice Award Nominee for History & Biography (2016)'],15421.0,97.0,3.28,2017-04-30,hardcover-nonfiction,0.0,31.0
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132,13,2013-01-01,Non Fiction,MIX,2013-01-01,F,,278706.0,3.95,,"['Nonfiction', 'Business', 'Feminism', 'Self Help', 'Leadership', 'Womens', 'Audiobook', 'Memoir', 'Biography', 'Personal Development']",,Knopf,2013-03-11,,"['Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2013)', ""CMI Management Book of the Year Awards Nominee for The Commuter's Read (2014)"", 'Goodreads Choice Award Nominee for Nonfiction (2013)']",222376.0,92.0,3.93,2014-07-27,business-books,0.0,0.0
Leonardo da Vinci,Walter Isaacson,4.5,3014,21,2017-01-01,Non Fiction,BIO,2017-01-01,M,,86302.0,4.14,,"['Biography', 'Nonfiction', 'History', 'Art', 'Science', 'Biography Memoir', 'Audiobook', 'Italy', 'Historical', 'Art History']",,Simon & Schuster,2017-10-17,,"['Andrew Carnegie Medal Nominee for Nonfiction (2018)', 'Goodreads Choice Award Nominee for History & Biography (2017)']",61546.0,93.0,6.17,2018-06-24,science,0.0,0.0
Life,Keith Richards,4.5,2752,18,2010-01-01,Non Fiction,MEM,2010-01-01,M,,89747.0,3.87,,"['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Biography Memoir', 'Audiobook', 'History', 'Rock N Roll', 'Pop Culture']",First Edition,Weidenfeld & Nicolson,2010-10-26,2010-10-10,['Audie Award for Audiobook of the Year (2011)'],82104.0,90.0,3.11,,,,
Little Bee: A Novel,Chris Cleave,4.1,1467,10,2010-01-01,Fiction,BS,2008-01-01,M,UK,234159.0,3.72,,"['Fiction', 'Africa', 'Historical Fiction', 'Book Club', 'Contemporary', 'Adult Fiction', 'Adult', 'Nigeria', 'Literary Fiction', 'Audiobook']",,Simon & Schuster,2010-02-16,2008-08-07,"['Costa Book Award Nominee for Novel (2008)', 'Goodreads Choice Award Nominee for Fiction (2009)']",223648.0,89.0,3.11,2011-03-20,trade-fiction-paperback,14.0,55.0
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.6,8093,14,2012-01-01,Non Fiction,MEM,2012-01-01,M,,50286.0,3.99,,"['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History', 'Audiobook', 'Politics', 'Autobiography']",,Dutton Books,2012-09-04,,['Goodreads Choice Award Nominee for Memoir & Autobiography (2012)'],46528.0,95.0,3.95,2013-04-28,hardcover-political-books,26.95,0.0
Olive Kitteridge,Elizabeth Strout,4.2,4519,12,2009-01-01,Fiction,BS,2008-01-01,F,US,207658.0,3.83,Olive Kitteridge #1,"['Fiction', 'Short Stories', 'Literary Fiction', 'Contemporary', 'Book Club', 'Adult Fiction', 'Adult', 'Novels', 'Literature', 'Audiobook']",,Random House,2008-03-25,,"['Pulitzer Prize for Fiction (2009)', 'Premio Bancarella (2010)', 'National Book Critics Circle Award Nominee for Fiction (2008)', 'Premi Llibreter de narrativa for Altres literatures (2010)']",171636.0,90.0,,,,,
Orphan Train,Christina Baker Kline,4.6,21930,11,2014-01-01,Fiction,BS,2013-01-01,F,UK,409655.0,4.17,,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Adult Fiction', 'Adult', 'Young Adult', 'Audiobook', 'Adoption', 'Contemporary']",,William Morrow Paperbacks,2013-04-02,,"['Lincoln Award Nominee (2016)', 'Maine Literary Award Nominee for Fiction (Finalist) (2014)', 'Goodreads Choice Award Nominee for Fiction (2013)', 'RT Reviewers Choice Award for Mainstream Fiction (2013)']",372839.0,97.0,,,,,
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2012-01-01,Non Fiction,MEM,2012-01-01,M,,56623.0,3.7,,"['Nonfiction', 'Spirituality', 'Religion', 'Memoir', 'Biography', 'Science', 'Christian', 'Inspirational', 'Medical', 'Faith']",,Simon Schuster,2012-10-23,,[],52050.0,86.0,2.96,2014-09-28,religion-spirituality-and-faith,0.0,0.0
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013-01-01,Non Fiction,MEM,2012-01-01,M,,56623.0,3.7,,"['Nonfiction', 'Spirituality', 'Religion', 'Memoir', 'Biography', 'Science', 'Christian', 'Inspirational', 'Medical', 'Faith']",,Simon Schuster,2012-10-23,,[],52050.0,86.0,2.96,2014-09-28,religion-spirituality-and-faith,0.0,0.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2017-01-01,Fiction,SF,2011-01-01,M,US,1017057.0,4.26,Ready Player One #1,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Cyberpunk', 'Novels']",,Crown Publishers,2011-08-16,,"['Locus Award Nominee for Best First Novel (2012)', 'John W. Campbell Memorial Award Nominee (2012)', 'Prometheus Award for Best Novel (2012)', 'ALA Alex Award (2012)', 'Lincoln Award Nominee (2014)', 'Tähtivaeltaja Award Nominee (2013)', 'Mary Shelley Award for Outstanding Fictional Work (2016)', 'Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011)', 'Green Mountain Book Award Nominee (2015)', 'Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)']",860699.0,95.0,16.53,,,,
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018-01-01,Fiction,SF,2011-01-01,M,US,1017057.0,4.26,Ready Player One #1,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Cyberpunk', 'Novels']",,Crown Publishers,2011-08-16,,"['Locus Award Nominee for Best First Novel (2012)', 'John W. Campbell Memorial Award Nominee (2012)', 'Prometheus Award for Best Novel (2012)', 'ALA Alex Award (2012)', 'Lincoln Award Nominee (2014)', 'Tähtivaeltaja Award Nominee (2013)', 'Mary Shelley Award for Outstanding Fictional Work (2016)', 'Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011)', 'Green Mountain Book Award Nominee (2015)', 'Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)']",860699.0,95.0,16.53,,,,
Sarah's Key,Tatiana de Rosnay,4.6,3619,10,2010-01-01,Fiction,BS,2007-01-01,F,France,450796.0,4.16,,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War', 'Book Club', 'Adult', 'Adult Fiction']",First Edition,St. Martins Press,2007-06-28,2006-09-28,[],419544.0,95.0,5.3,,,,
Sh*t My Dad Says,Justin Halpern,4.7,1265,11,2010-01-01,Non Fiction,MEM,2010-01-01,M,,153158.0,3.98,Sh*t My Dad Says #1,"['Humor', 'Nonfiction', 'Memoir', 'Comedy', 'Biography', 'Audiobook', 'Adult', 'Family', 'Biography Memoir', 'Autobiography']",,It Books,2010-05-04,,"['Goodreads Choice Award Nominee for Debut Author, Humor  (2010)']",142571.0,92.0,1.45,2010-10-10,hardcover-nonfiction,15.99,21.0
Steve Jobs,Walter Isaacson,4.6,7827,20,2011-01-01,Non Fiction,BIO,2011-01-01,M,,1115067.0,4.14,,"['Biography', 'Nonfiction', 'Business', 'Technology', 'History', 'Biography Memoir', 'Audiobook', 'Leadership', 'Memoir', 'Autobiography']",,Simon & Schuster,2011-10-24,2011-10-01,"['Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2012)', 'Goodreads Choice Award for History & Biography (2011)', 'Premio Know Square (2011)']",956505.0,93.0,2.92,2013-09-29,hardcover-business-books,0.0,0.0
Steve Jobs,Walter Isaacson,4.6,7827,20,2012-01-01,Non Fiction,BIO,2011-01-01,M,,1115067.0,4.14,,"['Biography', 'Nonfiction', 'Business', 'Technology', 'History', 'Biography Memoir', 'Audiobook', 'Leadership', 'Memoir', 'Autobiography']",,Simon & Schuster,2011-10-24,2011-10-01,"['Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2012)', 'Goodreads Choice Award for History & Biography (2011)', 'Premio Know Square (2011)']",956505.0,93.0,2.92,2013-09-29,hardcover-business-books,0.0,0.0
Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18,2013-01-01,Fiction,BS,2013-01-01,M,US,118443.0,4.06,,[],,,,,[],,,,,,,
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010-01-01,Fiction,BS,2008-01-01,M,US,483169.0,4.21,,"['Fiction', 'Animals', 'Contemporary', 'Dogs', 'Adult Fiction', 'Audiobook', 'Adult', 'Book Club', 'Novels', 'Family']",,Harper Collins,2008-05-13,,[],451946.0,95.0,5.27,,,,
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2011-01-01,Fiction,BS,2008-01-01,M,US,483169.0,4.21,,"['Fiction', 'Animals', 'Contemporary', 'Dogs', 'Adult Fiction', 'Audiobook', 'Adult', 'Book Club', 'Novels', 'Family']",,Harper Collins,2008-05-13,,[],451946.0,95.0,5.27,,,,
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014-01-01,Fiction,MID,2014-01-01,M,,259142.0,4.41,The Heroes of Olympus #5,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Romance', 'Childrens']",First Edition,Disney-Hyperion Books,2014-10-07,,"[""Goodreads Choice Award for Middle Grade & Children's (2014)""]",200584.0,97.0,6.52,2015-05-03,series-books,0.0,100.0
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014-01-01,Non Fiction,HIST,2013-01-01,M,US,258999.0,4.35,The Boys in The Boat,"['Nonfiction', 'History', 'Sports', 'Biography', 'Historical', 'Audiobook', 'Book Club', 'World War II', 'American History', 'Memoir']",,Viking,2013-06-04,,"['James Tait Black Memorial Prize Nominee for Biography (2013)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2017)"", 'Keystone to Reading Book Award Nominee for Middle School (2017)', 'William Saroyan International Prize for Writing Nominee for Nonfiction (2014)', 'Washington State Book Award for History/General Nonfiction (2014)', 'Andrew Carnegie Medal Nominee for Nonfiction (2014)', 'Goodreads Choice Award Nominee for History & Biography (2013)', 'Green Mountain Book Award Nominee (2016)']",222502.0,96.0,7.12,,,,
